    DEPTH,    RHOB,             NPHI,             CALI,             GR,               DT,               SP,               SFLU,             ILM,              ILD
    3135.000, 2.26819829,       0.20729443,       8.39606611,       15.56047029,      78.51745623,      -18.14273768,     0.35016541,       0.22370652,       0.22320203
    3135.500, 2.27354141,       0.21053017,       8.34316219,       16.96749683,      80.17967785,      -18.12048592,     0.36803986,       0.24105219,       0.21820658
    3136.000, 2.29105632,       0.20719421,       8.45210548,       29.74601904,      80.13892977,      -17.07142921,     0.53463455,       0.27300156,       0.27988263
    3136.500, 2.26027573,       0.20888594,       8.28566118,       21.39952607,      79.14092159,      -14.30170370,     0.36803986,       0.24712796,       0.25974279
    3137.000, 2.26431224,       0.21525199,       8.28410709,       20.28729120,      79.08673350,      -15.29894970,     0.35016541,       0.24105219,       0.22650826
    3137.500, 2.27252799,       0.21843501,       8.25802787,       19.58715595,      79.07551704,      -16.54942714,     0.33315905,       0.21284185,       0.21284185
    3138.000, 2.26431882,       0.22161804,       8.22989516,       18.60216932,      79.93435092,      -16.65207714,     0.31697864,       0.20760902,       0.20760902
    3138.500, 2.24328743,       0.22798408,       8.28798846,       18.04262656,      81.22312411,      -10.28418665,     0.24637453,       0.21357259,       0.20250484
    3139.000, 2.22202587,       0.23116711,       8.28440161,       21.19534925,      82.80349535,      -3.94874782,      0.26124828,       0.21910158,       0.19752615
    3139.500, 2.31443082,       0.18342175,       8.57304272,       28.76292196,      82.90517632,      4.85289892,       0.26054502,       0.21732692,       0.23512579
    3140.000, 2.15472755,       0.37837828,       9.59397961,       83.17487679,      73.57905248,      8.91702304,       3.80856986,       0.65244440,       0.53463455
    3140.500, 2.14347677,       0.41923617,       10.10166293,      90.80106220,      89.20212766,      21.04905005,      3.76885914,       2.50223038,       6.44374141
    3141.000, 2.35878273,       0.21572944,       9.60226177,       82.56978021,      93.98936170,      23.91124762,      4.32678316,       5.15039819,       8.68696023
    3141.500, 2.40373594,       0.20251989,       8.81682038,       37.98167044,      87.07446809,      5.58396059,       4.32678316,       1.76593999,       2.26508263
    3142.000, 2.30620471,       0.17864721,       8.40676429,       29.38208601,      80.10893342,      -13.81061861,     2.29345094,       1.03405469,       1.06011827
    3142.500, 2.29698244,       0.18660477,       8.31046205,       22.72772195,      79.68166363,      -21.20882625,     1.81045091,       0.70303337,       0.68574892
    3143.000, 2.27691995,       0.19137931,       8.39355729,       17.87940090,      82.81914894,      -23.52373236,     0.91303927,       0.45476471,       0.45476471
    3143.500, 2.25669215,       0.18660477,       8.39486066,       14.78309082,      83.88297872,      -20.51998297,     0.66888941,       0.31697864,       0.28693713
    3144.000, 2.24320673,       0.21206897,       8.44412481,       15.70678468,      82.28723404,      -18.96097359,     0.36850279,       0.25974279,       0.20250484
    3144.500, 2.25460184,       0.21047745,       8.44636702,       15.61919619,      83.35106383,      -17.06737287,     0.46086744,       0.25335688,       0.21820658
    3145.000, 2.24642072,       0.21525199,       8.44627320,       16.51193414,      81.22340426,      -14.73883508,     0.47206627,       0.24723050,       0.23221745
    3145.500, 2.24889004,       0.22642849,       8.44758441,       16.48614829,      82.81914894,      -11.52376766,     0.30918555,       0.23493440,       0.23512579
    3146.000, 2.23274406,       0.23116725,       8.38837170,       15.66084887,      83.88297872,      -5.64675567,      0.36803986,       0.22986659,       0.21550752
    3146.500, 2.23948865,       0.23753316,       8.39263434,       15.65448597,      84.41489362,      -1.01878582,      0.32496816,       0.20250484,       0.20250484
    3147.000, 2.24475596,       0.22957560,       8.39247312,       15.03976248,      84.41489362,      1.19997895,       0.37264926,       0.20228609,       0.19752615
    3147.500, 2.23022263,       0.23116711,       8.39247312,       14.22930967,      83.88297872,      2.58337472,       0.46401790,       0.19703552,       0.19801692
    3148.000, 2.24605606,       0.22957560,       8.39247312,       14.01877203,      86.01063830,      1.24392878,       0.30870106,       0.19744327,       0.19221695
    3148.500, 2.25431388,       0.22798408,       8.39247312,       16.63009368,      86.54255319,      0.60286041,       0.31607202,       0.19752615,       0.20254574
    3149.000, 2.23661596,       0.23435013,       8.39247312,       19.08860435,      84.41489362,      9.26651303,       0.42292307,       0.24105219,       0.24755558
    3149.500, 2.23762326,       0.23594164,       8.39247312,       19.72770062,      82.81914894,      10.98643547,      0.57608883,       0.24105219,       0.24755765
    3150.000, 2.24359089,       0.24151194,       8.39247312,       14.98775772,      82.28723404,      4.76223742,       0.38682674,       0.21284185,       0.22934509
    3150.500, 2.26456178,       0.21366048,       8.39231190,       12.43920612,      84.93297885,      -0.56998439,      0.41682035,       0.20250484,       0.19266986
    3151.000, 2.25438716,       0.21366048,       8.39657454,       13.40178477,      83.88394616,      -4.72669982,      0.54811014,       0.19752615,       0.20250484
    3151.500, 2.25392409,       0.21366048,       8.33736182,       17.52312694,      83.36745855,      -6.20199786,      0.35161665,       0.19752615,       0.21284185
    3152.000, 2.24718268,       0.21525199,       8.33880349,       18.10102245,      82.28723404,      -6.16166746,      0.34854861,       0.22370652,       0.22370652
    3152.500, 2.25414818,       0.22320955,       8.33659793,       17.05870926,      82.81914894,      -3.49839583,      0.35891023,       0.22934509,       0.23512579
    3153.000, 2.22261968,       0.23622373,       8.28705798,       13.82020871,      83.88297872,      -6.80792643,      0.63640370,       0.19752615,       0.20760902
    3153.500, 2.21751373,       0.24218768,       8.28481578,       14.02588871,      85.47872340,      -6.06446857,      0.31697864,       0.20760902,       0.20760902
    3154.000, 2.20510800,       0.23124613,       8.28494624,       19.84895203,      86.54255319,      -5.10958593,      0.44847592,       0.22366443,       0.19752615
    3154.500, 2.21851974,       0.23471547,       8.28494624,       21.30858798,      90.79787234,      -10.05337013,     0.53636999,       0.24156559,       0.24105219
    3155.000, 2.26785227,       0.21517151,       8.28505880,       19.82027671,      86.54255319,      -7.79600186,      0.37175045,       0.24057593,       0.21271725
    3155.500, 2.26794509,       0.21363474,       8.28146156,       21.10324966,      79.62765957,      -6.81188119,      0.40658100,       0.22934509,       0.20741273
    3156.000, 2.27442141,       0.19809598,       8.35098412,       20.44602308,      80.73996571,      -11.50393638,     0.73981626,       0.24105219,       0.24105219
    3156.500, 2.38030678,       0.14840849,       8.46417223,       16.22031823,      79.53633896,      -11.77646281,     0.38301056,       0.32496816,       0.34155640
    3157.000, 2.35839316,       0.11976127,       8.88521511,       33.27544953,      73.82025495,      -7.47886347,      3.42901884,       0.77663898,       1.44706972
    3157.500, 2.33186939,       0.15795756,       8.98366379,       62.69527991,      71.11702128,      -6.85137337,      7.57544892,       3.63487479,       4.96163246
    3158.000, 2.41635531,       0.16591512,       8.99461585,       60.48494022,      73.24468085,      -6.84336674,      9.13039266,       5.02377286,       6.13079059
    3158.500, 2.41069928,       0.17091128,       8.74918645,       48.83401106,      74.30851064,      -10.89654506,     9.83834137,       3.54550943,       3.91671425
    3159.000, 2.34487868,       0.19158013,       8.59443453,       34.76527792,      76.96808511,      -17.13271785,     3.63487479,       1.52093648,       1.12818766
    3159.500, 2.25986789,       0.21991509,       8.50213571,       23.77439886,      82.81914894,      -21.42681000,     0.94874916,       0.46046026,       0.42732640
    3160.000, 2.23756268,       0.22798408,       8.44001987,       21.32873927,      82.28723404,      -16.45484540,     0.43727764,       0.30158405,       0.24105219
    3160.500, 2.24909775,       0.24071618,       8.52180003,       21.32810090,      82.81914894,      -10.85014887,     0.46046026,       0.25974279,       0.21284185
    3161.000, 2.26666669,       0.19297082,       8.50395746,       19.88863251,      80.42553191,      -6.71998570,      0.66888941,       0.24712796,       0.21284185
    3161.500, 2.27304544,       0.20729443,       8.40632013,       18.31151201,      77.54450915,      -6.29349193,      0.41682035,       0.22370652,       0.22370652
    3162.000, 2.27296991,       0.20251989,       8.39266608,       15.02682244,      76.39996012,      -7.31795216,      0.32903812,       0.21284185,       0.21319268
    3162.500, 2.26983923,       0.20331565,       8.46328671,       12.09565366,      76.41660503,      -4.53831033,      0.31697864,       0.20250484,       0.20239880
    3163.000, 2.29089081,       0.18819629,       8.49585706,       11.80763799,      75.37234043,      -4.38855874,      0.40657260,       0.20760902,       0.20245412
    3163.500, 2.29176564,       0.18978780,       8.55225294,       13.08266724,      75.37234043,      -11.76775923,     0.44913960,       0.20250484,       0.20160055
    3164.000, 2.29200498,       0.21366048,       8.60639540,       14.04850178,      75.37234043,      -12.51779356,     0.48396480,       0.24105219,       0.24407117
    3164.500, 2.35042770,       0.16750663,       8.61225229,       15.59638793,      73.77659574,      -9.83682720,      0.33315905,       0.26628967,       0.30158405
    3165.000, 2.32623559,       0.22161804,       8.50867452,       16.47418967,      72.18085106,      -8.53065834,      0.68574892,       0.33380113,       0.34155640
    3165.500, 2.22386218,       0.24549072,       8.43634464,       16.44555591,      78.29787234,      -8.67758926,      0.43809726,       0.29026999,       0.33315905
    3166.000, 2.20912176,       0.22559682,       8.39085523,       16.05006645,      82.28723404,      -8.70015775,      0.38682674,       0.23512579,       0.25022304
    3166.500, 2.22450423,       0.22480106,       8.28285355,       15.03732737,      83.61702128,      -11.82279788,     0.42732640,       0.20760902,       0.22093943
    3167.000, 2.24275250,       0.21525199,       8.30746836,       15.12896573,      82.28723404,      -7.86643063,      0.33315905,       0.19752615,       0.19695426
    3167.500, 2.29645697,       0.18819629,       8.44633350,       16.70851069,      80.42553191,      -4.84087260,      0.28693713,       0.19752615,       0.19710784
    3168.000, 2.49864123,       0.27652520,       8.92854739,       44.07251501,      75.10638298,      4.48529327,       0.65244440,       0.37264926,       0.22676132
    3168.500, 2.33745565,       0.30437666,       9.25346795,       78.13948168,      75.41350159,      16.90231836,      3.63487479,       2.59453868,       1.04210046
    3169.000, 2.41030553,       0.24215209,       9.30853224,       48.14651622,      88.38725547,      25.69523865,      2.44071170,       2.43222787,       3.07905652
    3169.500, 2.43520809,       0.28933136,       9.29389925,       68.39080243,      85.99685976,      27.11009917,      2.26508263,       2.44071170,       2.86937132
    3170.000, 2.34291024,       0.31074271,       9.74062825,       87.75899474,      78.02968712,      33.01865927,      2.62995862,       2.62995862,       2.50223038
    3170.500, 2.33067259,       0.32824934,       9.63732084,       83.29024091,      83.88297872,      35.02399908,      2.76420683,       2.69624731,       2.97853679
    3171.000, 2.37448977,       0.36597317,       9.46311906,       86.77176130,      84.41489362,      32.60352661,      2.90132539,       2.90681923,       2.76420683
    3171.500, 2.37240661,       0.39754567,       9.36888723,       101.35029128,     83.88297872,      24.16583764,      3.72649262,       3.39045003,       2.83387929
    3172.000, 2.36705363,       0.24389920,       9.04545287,       57.35093207,      86.01063830,      18.52370056,      4.32678316,       2.82581471,       1.41149273
    3172.500, 2.39255431,       0.19889352,       8.85108240,       31.76083140,      81.22340426,      7.53861277,       1.15662389,       0.83484169,       0.94777592
    3173.000, 2.45689153,       0.26011016,       9.26306102,       76.95514571,      78.48882217,      4.91362368,       3.13057844,       0.83489224,       0.85795089
    3173.500, 2.50584704,       0.33014798,       9.41616565,       88.42277468,      76.46041952,      28.19709924,      5.15039819,       1.50830919,       1.37679041
    3174.000, 2.35565617,       0.38395225,       9.51170327,       92.31896566,      81.22340426,      44.45715476,      4.32678316,       3.45612613,       3.13057844
    3174.500, 2.34540904,       0.31392573,       9.52143235,       92.81508716,      84.94680851,      47.44604438,      4.77978513,       4.92824406,       4.43584070
    3175.000, 2.39807794,       0.39190981,       9.52078738,       100.87677564,     83.35106383,      45.71062008,      6.44374141,       5.15039819,       5.68963033
    3175.500, 2.58640637,       0.33461538,       9.41122599,       95.92004798,      84.94680851,      40.00091117,      4.77978513,       4.54764706,       4.11664587
    3176.000, 2.55972863,       0.17228117,       9.27995526,       95.85297169,      81.48936170,      29.41531262,      3.72649262,       3.37331597,       2.69624731
    3176.500, 2.45879994,       0.16273210,       8.76912660,       95.84944283,      80.15957447,      22.19420956,      3.63487479,       2.69624731,       2.05041045
    3177.000, 2.45863355,       0.23912467,       9.07353852,       95.82958282,      79.09574468,      17.34744197,      4.66227153,       2.56292700,       1.95082892
    3177.500, 2.44498258,       0.30596817,       9.10833974,       97.68749338,      80.15957447,      21.17132912,      3.91671425,       2.62563360,       2.07609017
    3178.000, 2.43460882,       0.26299735,       8.94184969,       98.23750060,      76.43617021,      26.98715595,      5.28021513,       4.04916877,       2.38070548
    3178.500, 2.34568554,       0.36326260,       9.33837146,       98.30891338,      81.75531915,      33.83529017,      6.13079059,       3.84614005,       3.45834116
    3179.000, 2.30963505,       0.35848806,       10.14829365,      97.47699072,      88.67021277,      42.43187479,      4.01543591,       3.53443579,       4.01543591
    3179.500, 2.33283908,       0.35053050,       10.27021100,      97.45017618,      85.47872340,      48.19017147,      4.44630336,       3.71198075,       4.02455924
    3180.000, 2.38721773,       0.35530504,       10.06783429,      96.07177357,      88.13829787,      51.31188026,      4.78093547,       3.73413824,       3.91059967
    3180.500, 2.39223247,       0.35689655,       10.13627565,      95.39127850,      84.94680851,      53.74641554,      4.32754491,       3.83025027,       4.00701566
    3181.000, 2.38939990,       0.35689655,       10.17072089,      14.59770152,      87.07446809,      55.26072091,      4.33802059,       3.92716431,       4.12540697
    3181.500, 2.44577652,       0.35689655,       10.04987248,      10.16896351,      85.47872340,      54.91956154,      4.44554933,       3.91288610,       4.00187778
    3182.000, 2.81386844,       0.36030924,       9.99570093,       3.42199340,       79.09574468,      48.14769925,      4.43584070,       3.82041971,       3.37331597
    3182.500, 2.77818535,       0.36632126,       9.64238130,       3.13454636,       74.84042553,      40.59791270,      3.45001181,       3.58991404,       3.05361148
    3183.000, 2.82362122,       0.36803714,       9.29466597,       2.83216783,       78.03191489,      31.02476886,      3.44014902,       3.37331597,       3.63487479
    3183.500, 2.68788885,       0.36644562,       9.36126701,       2.52758432,       66.86170213,      30.50317460,      8.84676336,       4.54764706,       4.11664587
    3184.000, 2.65771182,       0.36485411,       9.35204886,       2.22194091,       68.45744681,      33.27903217,      4.01543591,       4.55988946,       3.20948538
    3184.500, 2.65785865,       0.36485411,       9.35190288,       2.22272858,       79.09574468,      28.63216882,      3.37331597,       2.15509909,       2.20939435
    3185.000, 2.65785865,       0.36485411,       9.35190288,       2.22272858,       82.83675233,      29.70723825,      3.05361148,       1.71926361,       1.72252340
    3185.500, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    81.21858813,      38.43510187,      2.83387929,       2.05012419,       2.00000000
    3186.000, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    83.88297872,      46.62898677,      3.37331597,       2.50223038,       2.32217455
    3186.500, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    88.67021277,      53.67384534,      3.63487479,       2.97853679,       3.20948538
    3187.000, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    91.32978723,      52.87089043,      3.72649262,       3.13057844,       3.20948538
    3187.500, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    92.65957447,      49.70015413,      3.72649262,       3.13057844,       3.20948538
    3188.000, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    83.35106383,      37.72948278,      4.54764706,       4.22040686,       2.90530785
    3188.500, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    71.64893617,      26.78340313,      7.67032524,       3.45834116,       2.32228884
    3189.000, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    77.50000000,      13.46126356,      4.01543591,       2.44071170,       1.75952872
    3189.500, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    80.15957447,      9.24271121,       2.97853679,       2.20131614,       1.72252340
    3190.000, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    58.88297872,      16.33901565,      17.44096603,      4.37159779,       2.38070548
    3190.500, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    56.22340426,      25.12107527,      9.59646043,       4.36600052,       2.56529966
    3191.000, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    80.95744681,      30.81705844,      2.10209151,       1.95082892,       1.72252340
    3191.500, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    88.17180179,      36.58338615,      1.63886624,       1.95082892,       1.48354343
    3192.000, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    75.02712154,      46.08451064,      3.58991404,       2.75719562,       2.94169446
    3192.500, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    69.52127660,      46.45056070,      6.13079059,       3.91671425,       4.22040686
    3193.000, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    71.64893617,      42.48037971,      4.54764706,       4.96163246,       4.43584070
    3193.500, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    64.73404255,      32.64675873,      12.00627742,      5.15039819,       3.13057844
    3194.000, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    65.26595745,      21.48443039,      3.01584053,       3.09185547,       2.09124674
    3194.500, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    88.13829787,      21.36872388,      2.20939435,       1.81045091,       1.34354852
    3195.000, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    86.01063830,      24.71585398,      2.37903752,       1.24630573,       0.99615586
    3195.500, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    96.64893617,      32.31796197,      1.55506821,       1.02126419,       0.99615586
    3196.000, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    98.77659574,      38.95917570,      1.27057011,       1.55174791,       1.30992434
    3196.500, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    76.96808511,      28.64514520,      2.90530785,       2.87748639,       2.44071170
    3197.000, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    57.28723404,      19.45148746,      18.33125327,      7.67032524,       10.62741018
    3197.500, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    56.75531915,      9.06715903,       33.13456951,      12.93721532,      12.36816984
    3198.000, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    56.75531915,      -2.99195762,      17.01217045,      10.86838791,      9.60570359
    3198.500, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    59.41489362,      -9.28532060,      13.94033591,      9.57666944,       7.86307547
    3199.000, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    56.75531915,      -3.68874922,      22.37065212,      9.59759322,       7.46006134
    3199.500, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    56.75531915,      -3.68890269,      15.39984970,      10.72330036,      9.29196996
    3200.000, -999.25000000,    -999.25000000,    -999.25000000,    -999.25000000,    56.75531915,      -3.68890269,      15.39984970,      10.72330036,      9.29196996
